PD;qn01;Unit_qn01;qn02;Unit_qn02;qn03;Unit_qn03;qn04;Unit_qn04;qn05;Unit_qn05;qn06;Unit_qn06;qn07;qn08;qn09;qn10
0.002050;6605.591265;MLN;2996.352999;MLN;163058.7787;MLN;16876.78582;MLN;156967.828;MLN;115635.2988;MLN;N/A;12.0208;9.1784;0.33704
0.012550;273.481692;MLN;256.5932952;MLN;4071.14312;MLN;931.32292;MLN;5036.730811;MLN;3975.032019;MLN;159.82032;16.2448;12.232;1.2452
0.000450;156.0245984;MLN;337.8611104;MLN;10957.55708;MLN;708.7189032;MLN;13010.62439;MLN;N/A;MLN;85.4832;N/A;19.36;0.33088
0.009150;412.5995896;MLN;202.8612608;MLN;7773.952252;MLN;14.8803248;MLN;7704.127341;MLN;8729.983284;MLN;13.5344;14.0448;13.5432;0.22
0.000483;1138.250722;MLN;471.7738872;MLN;30016.40264;MLN;7661.655874;MLN;34880.52662;MLN;42973.5937;MLN;551.6764;15.4968;13.5432;2.03016
0.029783;729.171432;MLN;247.216024;MLN;2509.481542;MLN;367.5057848;MLN;2149.710314;MLN;2823.159196;MLN;366.7444;21.384;14.872;-2.55728
0.162050;834.1913976;MLN;205.8413808;MLN;10748.29105;MLN;604.3822224;MLN;8096.28343;MLN;4119.28;MLN;131.71664;7.5064;7.5064;1.3904
0.012550;57.1018008;MLN;40.2395224;MLN;1366.03595;MLN;226.4910208;MLN;1374.850321;MLN;N/A;MLN;114.4;N/A;N/A;-0.88352
0.023850;32.9665248;MLN;6.9170992;MLN;157.4972344;MLN;132.3097512;MLN;210.5872472;MLN;N/A;MLN;714.97448;N/A;N/A;0.08712
0.032750;8.32216;MLN;8.0432;MLN;40.04;MLN;19.668;MLN;182.3448;MLN;177.8216;MLN;1144;14.256;11.264;2.7104
0.067883;546.8993992;MLN;138.6584496;MLN;4878.33669;MLN;1729.491306;MLN;7299.110465;MLN;N/A;MLN;723.96016;11.264;N/A;1.04896
0.000250;6056.16;MLN;3045.68;MLN;178545.84;MLN;49268.56;MLN;199248.72;MLN;N/A;MLN;175.12;13.552;11.88;0.8976
0.003317;501.5765568;MLN;371.8293568;MLN;9968.19465;MLN;126.2506784;MLN;11656.73874;MLN;12900.70681;MLN;101.82568;13.9304;12.1352;1.74504
0.023850;13293.544;MLN;2974.4;MLN;110852.632;MLN;8540.576;MLN;87614.032;MLN;128266.864;MLN;106.832;12.584;10.912;0
0.003317;378.3855152;MLN;120.9093952;MLN;9450.359459;MLN;997.430016;MLN;7238.036485;MLN;9189.983836;MLN;16.43752;15.1624;14.1064;0.68112
0.003850;217.7042032;MLN;138.9181024;MLN;2236.344959;MLN;1533.439354;MLN;2397.599204;MLN;3713.773263;MLN;173.07664;22.1408;21.6392;-0.01936
0.032750;12380.05334;MLN;2795.286014;MLN;144938.9688;MLN;11558.41276;MLN;183233.9805;MLN;180350.3081;MLN;81.74496;9.548;7.8232;0.86152
0.000450;1148.048;MLN;491.128;MLN;29516.784;MLN;2539.592;MLN;33264.264;MLN;43852.16;MLN;N/A;15.1008;13.1648;1.9096
0.001050;19759.96;MLN;15210.096;MLN;469618.16;MLN;232987.92;MLN;381424.56;MLN;374226.16;MLN;50.6;12.5224;9.724;0.2112
0.000250;2702.744;MLN;4426.136;MLN;166224.256;MLN;3556.872;MLN;205159.504;MLN;84944.288;MLN;155.584;13.288;11;0.44
0.005883;41363.45489;MLN;8300.996299;MLN;504562.1391;MLN;59382.6114;MLN;607969.8274;MLN;630867.4494;MLN;42.54888;11.8712;10.0848;0.87648
0.004850;148.8378056;MLN;51.8278904;MLN;1760.507575;MLN;331.8809384;MLN;2540.086419;MLN;1842.729847;MLN;133.21176;13.0944;11.3168;1.00232
0.000250;15257.792;MLN;8741.656;MLN;314942.408;MLN;257752.176;MLN;526839.192;MLN;286056.32;MLN;285.824;16.368;14.608;1.232
0.006950;3142.515024;MLN;1748.50302;MLN;86778.44462;MLN;24407.18605;MLN;76776.04924;MLN;51065.86915;MLN;282.99128;15.84;13.024;0.63888
0.062050;2370.187239;MLN;571.4638248;MLN;21646.46083;MLN;4697.152689;MLN;14357.25634;MLN;30139.13;MLN;65.16048;10.296;6.776;-3.88872
0.002317;696.5297064;MLN;249.1560544;MLN;13945.38969;MLN;1572.153924;MLN;12756.76106;MLN;19377.45589;MLN;104.13656;13.8424;N/A;1.5224
0.002550;2791.431192;MLN;2920.728096;MLN;54034.03544;MLN;11173.31054;MLN;59401.38424;MLN;53441.872;MLN;93.20696;12.936;10.824;1.06304
0.001850;1986.424;MLN;466.664;MLN;36945.832;MLN;4314.816;MLN;34136.696;MLN;45534.984;MLN;66.176;15.4;14.344;2.376
0.307350;18.95666667;MLN;21.26666667;MLN;139.2233333;MLN;66.47666667;MLN;109.67;MLN;N/A;MLN;0;47.2824;47.2824;-13.6576
0.004283;118201.0142;MLN;24199.82941;MLN;1617723.113;MLN;253004.1567;MLN;2207210.298;MLN;1791678.967;MLN;56.79872;13.3936;11.8624;1.14136
0.011183;30952.0312;MLN;4457.952497;MLN;304406.6467;MLN;44627.24277;MLN;400469.9989;MLN;456549.9162;MLN;19.8836;10.8152;8.316;0.97152
0.000250;2926.88;MLN;9428.32;MLN;55465.52;MLN;74957.52;MLN;246056.8;MLN;140705.84;MLN;N/A;11.88;11.528;0.72776
0.001383;22434.26247;MLN;26765.14578;MLN;527032.3761;MLN;680004.7563;MLN;545510.0292;MLN;467354.6037;MLN;84.85048;16.368;12.936;0.088
0.023850;42.8499896;MLN;33.9214744;MLN;133.2864104;MLN;277.272028;MLN;252.0444344;MLN;N/A;MLN;50.5032;20.416;17.8464;1.24872
0.002550;7727.28;MLN;2229.92;MLN;62997.44;MLN;N/A;MLN;52575.6;MLN;84415.3024;MLN;48.8752;15.136;11.3344;1.452
0.000250;5339.84;MLN;2291.96;MLN;131116.04;MLN;40249.176;MLN;153281.04;MLN;120195.68;MLN;158.576;14.784;13.024;0.88
0.023850;27570.84674;MLN;6535.167223;MLN;277637.2418;MLN;25639.36104;MLN;370390.5795;MLN;453621.5084;MLN;76.27136;10.1112;8.0872;0.96976
0.004750;98389.86521;MLN;25763.53572;MLN;1207845.255;MLN;226366.789;MLN;1835285.564;MLN;1489323.778;MLN;112.39008;11.792;9.6448;0.94248
0.023850;85.4526288;MLN;51.6842128;MLN;1407.263141;MLN;288.652628;MLN;1205.36841;MLN;N/A;MLN;2.14544;10.912;N/A;0.56408
0.012550;53.5369824;MLN;6.7120416;MLN;276.8444096;MLN;183.1208808;MLN;489.9455176;MLN;N/A;MLN;N/A;N/A;N/A;2.4948
0.004850;6425.848;MLN;1206.216;MLN;130119.264;MLN;46190.144;MLN;82423.968;MLN;66682.616;MLN;42.592;14.168;N/A;0.176
0.001050;470.8;MLN;1648.24;MLN;3080;MLN;267638.8;MLN;0.88;MLN;8.8;MLN;140.35384;8.8;8.8;-0.022
0.001050;504.328;MLN;288.376;MLN;9312.776;MLN;1265.704;MLN;10224.192;MLN;N/A;MLN;37.5496;19.272;17.864;1.2144
0.000250;19929.976;MLN;5843.816;MLN;386388.2;MLN;520.96;MLN;263502.8;MLN;221206.04;MLN;43.9912;11.704;10.032;0.8976
0.000450;178.1997888;MLN;196.1173368;MLN;9848.797842;MLN;1333.260799;MLN;13861.26447;MLN;6731.499078;MLN;555.76136;N/A;18.128;0.37576
0.020083;612.92;MLN;130.856;MLN;4467.76;MLN;1403.688;MLN;3927.968;MLN;6275.72;MLN;32.472;13.728;8.712;0.616
0.004850;1193.254797;MLN;1291.132806;MLN;29269.3606;MLN;7924.961906;MLN;35498.59716;MLN;32128.34586;MLN;3.1724;12.584;N/A;0.34408
0.002550;575.239588;MLN;133.498904;MLN;16205.07992;MLN;100.7890136;MLN;13447.39187;MLN;N/A;MLN;15.67016;16.3152;16.3152;2.18592
0.000250;40.128;MLN;277.728;MLN;740.256;MLN;1951.488;MLN;0;MLN;3986.4;MLN;65.8944;0;23.584;1.1176
0.006950;2109.096;MLN;594.176;MLN;16317.4;MLN;1556.368;MLN;13371.6;MLN;19383.76;MLN;87.3136;12.0648;9.0288;1.0736
0.001050;2015.27942;MLN;306.6033432;MLN;43381.15999;MLN;10461.32614;MLN;45252.57362;MLN;54959.75682;MLN;80.03688;14.7312;11.4576;0.84392
0.052283;252.6146832;MLN;72.7013936;MLN;2532.053014;MLN;518.744732;MLN;2743.650554;MLN;2876.081472;MLN;121.57816;12.452;7.0576;0.13376
0.023850;133.896796;MLN;35.0682904;MLN;933.028668;MLN;0;MLN;785.303288;MLN;N/A;MLN;58.13544;15.048;N/A;0.52008
0.023850;243.1358776;MLN;85.2866168;MLN;2608.455846;MLN;387.1066672;MLN;2487.153627;MLN;2518.551226;MLN;49.85992;11.0176;7.0752;1.18888
0.062050;158259.728;MLN;56553.376;MLN;1032823.924;MLN;224903.8;MLN;636492.208;MLN;1731235.704;MLN;16.22544;13.112;8.448;1.04192
0.000450;751.472656;MLN;1757.161639;MLN;32343.39393;MLN;24785.29267;MLN;57461.58048;MLN;17114.63017;MLN;129.98656;17.072;16.104;0.12936
0.006283;1943.248833;MLN;1173.719976;MLN;28146.66321;MLN;3827.347735;MLN;31427.16415;MLN;34115.58599;MLN;96.13912;14.6696;13.5344;0.99088
0.012550;220260.48;THD;42248.8;THD;684618.88;THD;1552599.84;THD;1832122.16;THD;2286595.52;THD;391.556;19.0256;N/A;0.484
0.009150;24.2395208;MLN;51.2574832;MLN;444.5509024;MLN;0;MLN;99.6407192;MLN;N/A;MLN;79.25544;19.2544;N/A;0.10472
0.000883;405.152;MLN;192.896;MLN;9405.44;MLN;2468.136;MLN;6402.44;MLN;8937.368;MLN;25.9776;16.104;13.728;0.9592
0.000450;4072.036813;MLN;1306.971222;MLN;104701.7811;MLN;55708.2431;MLN;159984.4723;MLN;N/A;MLN;48.01896;15.7168;11.3432;1.07008
0.004083;6844.992;MLN;1878.184;MLN;59691.896;MLN;16617.92;MLN;54749.464;MLN;73138.384;MLN;8.4656;12.8128;11.8184;1.6808
0.000450;5134.8;MLN;21795.84;MLN;75665.92;MLN;259634.32;MLN;60424.32;MLN;338062.56;MLN;308.88;18.48;14.96;0.88
0.000550;1337.101823;MLN;644.8862376;MLN;25090.68307;MLN;6475.40131;MLN;20264.04825;MLN;22803.83274;MLN;62.9068;19.712;19.624;1.00232
0.001883;24878.568;MLN;30586.864;MLN;415376.28;MLN;808040.288;MLN;543208.6;MLN;380725.312;MLN;236.016;14.256;12.936;-0.352
0.012550;142.296;MLN;68.376;MLN;1503.304;MLN;80.168;MLN;1939.52;MLN;1980;MLN;310.6312;16.016;15.2504;1.6016
0.023850;188.76;MLN;79.2;MLN;3524.059422;MLN;187.88;MLN;2951.986919;MLN;N/A;MLN;83.2744;19.0784;18.0752;0.8184
0.000383;2595.172747;MLN;890.0597992;MLN;31463.08004;MLN;6935.356666;MLN;24308.28447;MLN;N/A;MLN;91.32464;N/A;N/A;1.22056
0.000850;8164.790559;MLN;4241.4372;MLN;169672.8173;MLN;43598.56363;MLN;166038.8053;MLN;122207.4273;MLN;54.4808;14.608;12.672;0.6468
0.001850;4834.491103;MLN;2955.688674;MLN;126223.7148;MLN;228496.2914;MLN;106053.1755;MLN;119113.7745;MLN;95.98512;13.376;12.144;0.14344
0.077650;1302.57915;MLN;306.7038656;MLN;6820.078267;MLN;2697.788386;MLN;6788.525462;MLN;7589.780898;MLN;29.40344;14.5464;14.5464;0.52712
0.004850;942.8503128;MLN;1004.934146;MLN;16023.37752;MLN;989.8922352;MLN;25562.15614;MLN;0;MLN;145.08296;20.24;15.224;0
0.009150;334.576;MLN;201.432;MLN;5850.504;MLN;2847.416;MLN;8664.216;MLN;N/A;MLN;181.236;15.9016;14.696;1.6984
0.007717;4775.799512;MLN;1489.638304;MLN;48459.8121;MLN;5655.359776;MLN;37204.00235;MLN;61567.7656;MLN;45.9492;11.5984;8.3512;1.02344
0.032750;58.0932176;MLN;76.1651704;MLN;284.0939464;MLN;0;MLN;81.237948;MLN;N/A;MLN;40.28816;N/A;N/A;0.43208
0.009983;6171.133602;MLN;1021.572851;MLN;47042.59038;MLN;0;MLN;62497.21139;MLN;48279.3197;MLN;80.35632;9.372;7.1368;0.48664
0.004850;2353.583707;MLN;1053.193161;MLN;20802.64455;MLN;2787.051485;MLN;23629.59107;MLN;25084.05019;MLN;479.05704;17.0192;14.8544;1.73888
0.023850;329.3266856;MLN;95.5688096;MLN;4377.664104;MLN;163.5431864;MLN;3731.533291;MLN;4556.323182;MLN;6.34744;8.36;6.16;0.96976
0.000450;35976.04853;MLN;19002.63506;MLN;725771.5096;MLN;304099.646;MLN;631559.2924;MLN;488050.7869;MLN;104.67072;16.984;13.464;0.32736
0.000450;15631.85579;MLN;13330.87037;MLN;699945.701;MLN;219672.6169;MLN;983999.8118;MLN;515761.3893;MLN;104.02656;14.9776;12.0384;0.4664
0.029783;492.3048152;MLN;135.2382416;MLN;1220.474218;MLN;329.393724;MLN;1078.740062;MLN;N/A;MLN;42.27168;16.06;12.3024;1.31032
0.032750;2201.762957;MLN;672.3311056;MLN;16247.67291;MLN;379.1939008;MLN;31335.95003;MLN;22043.1271;MLN;159.78952;11.0264;8.2632;0.84216
0.004083;291.9823896;MLN;111.6772096;MLN;4008.486407;MLN;107.939788;MLN;5105.2947;MLN;5244.538253;MLN;547.80616;13.288;12.144;1.87968
0.001583;2229.04;MLN;1925.44;MLN;64381.68;MLN;16972.56;MLN;72557.76;MLN;77834.24;MLN;100.0736;12.6368;8.9144;0.6336
0.001050;920.7185768;MLN;526.4670752;MLN;26723.73699;MLN;62.658684;MLN;22598.8986;MLN;8831.808533;MLN;12.84448;22.968;19.36;0.1452
0.016317;346.2644592;MLN;87.9809744;MLN;3210.128654;MLN;266.323112;MLN;1778.680059;MLN;3555.005291;MLN;119.38608;12.4608;N/A;0.66968
0.002550;5437.52;MLN;1340.24;MLN;44943.36;MLN;16185.84;MLN;47489.2;MLN;N/A;MLN;N/A;13.4552;N/A;1.4696
0.002550;91.20958;MLN;39.5688656;MLN;1293.604814;MLN;778.3473192;MLN;859.7844464;MLN;1948.263504;MLN;61.14328;14.696;11.704;0.24728
0.018950;1076.416;MLN;120.912;MLN;7601.088;MLN;1925.088;MLN;10579.888;MLN;11900.856;MLN;373.824;14.52;8.096;0.176
0.000450;12935.12;MLN;9812;MLN;232239.04;MLN;175575.84;MLN;308557.04;MLN;264100.32;MLN;144.056;16.104;N/A;-0.264
0.023850;1392869.382;THD;289068.4579;THD;11584158.33;THD;972818.3133;THD;12849913.32;THD;15571445.87;THD;48.67544;11.2904;6.0984;0.60104
0.004083;450.0011032;MLN;215.7435896;MLN;5555.601929;MLN;1019.452887;MLN;4829.226662;MLN;5602.924976;MLN;99.10208;10.7536;10.7272;0.91696
0.000850;11689.04;MLN;21270.48;MLN;277999.04;MLN;319174.24;MLN;357039.76;MLN;188585.7512;MLN;165.5016;21.912;17.16;0.5544
0.000850;6359.191274;MLN;3530.957672;MLN;163284.464;MLN;22393.50379;MLN;168369.7005;MLN;111058.5484;MLN;N/A;14.0888;12.0912;0.34408
0.002083;1435.613001;MLN;1094.68935;MLN;26563.894;MLN;2492.914794;MLN;33199.44246;MLN;N/A;MLN;N/A;11.572;N/A;1.115422874
0.003317;4565.550898;MLN;1702.575098;MLN;37946.43483;MLN;7248.233546;MLN;43147.576;MLN;41063.91848;MLN;237.81208;15.8312;13.816;2.10936
0.001583;3017.872;MLN;1192.752;MLN;44675.136;MLN;11226.336;MLN;46071.96;MLN;45822.304;MLN;160.688;15.224;12.408;1.496
0.004850;237.9880272;MLN;165.2694648;MLN;5354.251593;MLN;610.682644;MLN;4794.347386;MLN;N/A;MLN;5.28264;N/A;N/A;0.90112
0.004850;471.856;MLN;205.744;MLN;9991.52;MLN;1598.08;MLN;9698.48;MLN;11823.152;MLN;137.192;14.608;13.64;1.76
0.023450;820.0239696;MLN;564.6946184;MLN;26742.80286;MLN;9208.431294;MLN;31249.05443;MLN;N/A;MLN;12.62888;13.7984;12.98;0.57288
0.062050;19.8704;MLN;31.944;MLN;180.9808;MLN;30.9848;MLN;553.6168;MLN;410.8896;MLN;322.96;10.4192;N/A;-0.264
0.014050;19237.72228;MLN;3424.022026;MLN;205178.738;MLN;31146.29138;MLN;270289.11;MLN;296272.6627;MLN;39.81296;10.4456;8.932;0.88176
0.000783;43089.51478;MLN;9283.176672;MLN;547052.8388;MLN;237585.3505;MLN;507676.0864;MLN;309714.6738;MLN;88.57992;15.312;12.76;0.417118015
0.023850;723.8384032;MLN;194.2760864;MLN;5481.452794;MLN;222.4214608;MLN;6706.797249;MLN;4641.843518;MLN;96.25;11.704;8.272;1.02872
0.000383;39696.8;MLN;32516.88;MLN;782241.68;MLN;245923.92;MLN;1107590;MLN;1053915.984;MLN;67.74768;11.0176;9.328;1.15896
0.018950;120.4402056;MLN;87.0119008;MLN;1884.962895;MLN;122.3082608;MLN;2336.441598;MLN;1589.417386;MLN;N/A;32.3664;22.5896;0.88528
0.004750;941.6299376;MLN;248.3648728;MLN;17045.76153;MLN;3110.491463;MLN;17921.25669;MLN;23203.82055;MLN;191.73;17.072;16.104;1.67904
0.023850;286.5810376;MLN;126.803204;MLN;2093.412024;MLN;206.9275648;MLN;2048.483941;MLN;N/A;MLN;15.13864;11.44;7.304;-1.47048
0.032750;84.8514128;MLN;29.0468904;MLN;421.6562768;MLN;207.2740912;MLN;609.7082552;MLN;N/A;MLN;167.77728;11.088;9.064;1.03224
0.004850;50.4514032;MLN;28.1252048;MLN;852.454724;MLN;192.2372408;MLN;130.187816;MLN;1409.739751;MLN;N/A;41.2632;40.2248;1.2672
0.003317;353.4497648;MLN;119.169688;MLN;8052.507681;MLN;405.350924;MLN;7714.425303;MLN;7237.166631;MLN;39.95024;13.6488;12.6016;1.00408
0.032750;162427.76;THD;201649.36;THD;1954724.64;THD;1791374.64;THD;485818.96;THD;N/A;THD;95.04;24.1384;13.2;-0.088
0.001050;10404.82949;MLN;7050.625613;MLN;566470.5763;MLN;326139.8764;MLN;797360.5948;MLN;443562.7955;MLN;7.99832;13.6048;11.22;0.34144
0.004083;313.808;MLN;169.048;MLN;8379.712;MLN;215.424;MLN;12921.392;MLN;12651.672;MLN;134.56608;15.664;14.784;0.34936
0.002550;8379.272;MLN;2365.616;MLN;65070.016;MLN;0;MLN;72417.84;MLN;N/A;MLN;N/A;13.596;11.5984;1.6896
0.004083;4833.84;MLN;1316.48;MLN;48755.52;MLN;14130.16;MLN;41251.76;MLN;63541.28;MLN;20.8736;12.7248;11.7304;1.2056
0.023850;3551.685113;MLN;1109.244312;MLN;22102.99898;MLN;428.2113616;MLN;29372.12377;MLN;25093.86185;MLN;0;13.2352;9.4248;0.10648
0.032750;141.1038816;MLN;63.9630552;MLN;985.5248568;MLN;227.8618056;MLN;1061.145545;MLN;N/A;MLN;276.1968;N/A;N/A;1.85944
0.002550;346.456;MLN;330.352;MLN;2042.92;MLN;908.6;MLN;3962.992;MLN;4471.016;MLN;377.5024;13.288;10.648;3.036
0.017017;34700.04613;MLN;4517.328605;MLN;241219.8978;MLN;77168.8726;MLN;336725.2773;MLN;464658.5502;MLN;12.53384;9.8472;8.0872;0.91872
0.023850;43.400016;MLN;18.16056;MLN;79.42044;MLN;247.659544;MLN;273.091192;MLN;N/A;MLN;123.34608;25.256;22.4752;0.744568
0.000850;12653.4134;MLN;5004.071943;MLN;252621.8008;MLN;58812.93516;MLN;220642.8781;MLN;103474.0138;MLN;100.84272;N/A;N/A;0.4356
0.001050;11143.95757;MLN;10544.68564;MLN;587213.0418;MLN;397207.1198;MLN;825300.5739;MLN;488567.5701;MLN;48.50736;13.5608;11.1232;0.34232
0.000450;1467.752;MLN;949.432;MLN;64379.392;MLN;106069.48;MLN;50481.464;MLN;42517.816;MLN;72.2304;23.056;22.88;0.2904
0.000450;51524.88;MLN;38381.2;MLN;543357.76;MLN;483200.96;MLN;798940.56;MLN;1002065.68;MLN;155.0604;16.3152;13.6312;0.8536
0.000250;23056.66238;MLN;6475.140179;MLN;435389.4798;MLN;100387.9889;MLN;322447.2477;MLN;249193.2117;MLN;51.42632;11.176;9.856;0.96008
0.000550;537.152;MLN;121.616;MLN;22779.7921;MLN;8109.904;MLN;19889.39901;MLN;N/A;MLN;61.3624;13.64;13.112;0.4136
0.006283;490.864;MLN;175.12;MLN;11381.92;MLN;207.592;MLN;11126.544;MLN;10868.176;MLN;10.252;13.6928;12.6368;0.6336
0.009150;180.5773728;MLN;75.52666;MLN;3852.088451;MLN;515.1833632;MLN;3351.78155;MLN;4847.667123;MLN;N/A;11.7832;10.208;1.13784
0.000250;44439.736;MLN;8935.08;MLN;520349.72;MLN;215614.872;MLN;479786.384;MLN;307674.224;MLN;78.056;14.872;12.76;0.44
0.006950;1230.24;MLN;370.48;MLN;12803.12;MLN;4277.68;MLN;11777.92;MLN;20712.56;MLN;90.3848;17.072;N/A;0.72512
0.002550;1616.680006;MLN;593.2230744;MLN;18425.25525;MLN;4052.774959;MLN;16082.72639;MLN;N/A;MLN;64.97128;8.3952;N/A;1.05248
0.004283;83481.85389;MLN;19594.65671;MLN;1238474.378;MLN;173496.2993;MLN;1590028.498;MLN;1444287.274;MLN;15.8928;12.3728;10.6216;0.98472
0.202783;673.6055392;MLN;156.0283648;MLN;4003.725968;MLN;1736.988704;MLN;3455.390382;MLN;4044.309474;MLN;6.3976;5.544;3.9512;-7.3744
0.023850;419.8323448;MLN;274.2036;MLN;8586.922309;MLN;534.4191688;MLN;7355.113902;MLN;9718.61095;MLN;23.28832;15.576;9.372;-1.39656
0.001850;827.112;MLN;391.6;MLN;17457.88;MLN;1193.28;MLN;16852.528;MLN;21621.952;MLN;30.536;14.168;11.88;1.408
0.012550;238.5064;MLN;92.9984;MLN;1732.4032;MLN;112.9128;MLN;1535.16;MLN;2747.1752;MLN;0.8712;14.08;11.264;3.1152
0.000450;628.76;MLN;531.256;MLN;26556.552;MLN;1131.68;MLN;26037.88;MLN;14967.92;MLN;80.432;15.136;15.048;0.6336
0.007717;6075.885446;MLN;1258.220251;MLN;54767.7613;MLN;0;MLN;66706.79457;MLN;5251.743719;MLN;103.28472;11.9944;9.9352;-0.62128
0.012550;252.472;MLN;86.944;MLN;6098.488;MLN;2217.248;MLN;3003.792;MLN;4438.896;MLN;57.9216;11.8976;9.504;-0.264
0.001850;167.08692;MLN;40.26616;MLN;2681.094768;MLN;946.888888;MLN;3111.477512;MLN;3120.526376;MLN;57.97352;16.7552;14.3088;0.19976
0.009983;1831.767696;MLN;601.447088;MLN;14820.44318;MLN;1392.696448;MLN;12399.21241;MLN;17281.6747;MLN;188.01816;12.3728;9.3544;1.07888
0.004083;5722.880997;MLN;1898.886009;MLN;54574.34261;MLN;8405.297833;MLN;45058.62097;MLN;72960.13229;MLN;53.64832;11.9064;11.2816;1.3068
0.026017;241.384;MLN;68.728;MLN;1265.968;MLN;117.128;MLN;386.76;MLN;1717.76;MLN;26.752;16.192;12.232;0.088
0.023850;87.679196;MLN;61.28254;MLN;519.9023456;MLN;0.1314456;MLN;635.6717048;MLN;N/A;MLN;644.65016;11.9416;8.1576;3.36072
0.007717;15820.552;MLN;4619.912;MLN;60239.696;MLN;27561.952;MLN;31911.528;MLN;N/A;MLN;21.8328;13.816;12.584;1.5312
0.002550;269.4131792;MLN;88.6227584;MLN;8842.539077;MLN;2064.38327;MLN;4786.395293;MLN;7504.670791;MLN;49.98576;13.0856;9.8296;0.58256
0.006950;887.744;MLN;398.376;MLN;14151.896;MLN;1736.768;MLN;15709.408;MLN;14165.536;MLN;281.248;14.696;9.944;0.968
0.011417;1331.681402;MLN;515.0366144;MLN;24505.26206;MLN;59.7848856;MLN;26353.60948;MLN;29607.87221;MLN;94.94848;13.816;13.64;2.4684
0.023850;107.84356;MLN;34.041128;MLN;619.184016;MLN;31.248536;MLN;353.958704;MLN;969.003376;MLN;39.117408;15.4;12.144;-2.812304
0.000550;1886.0248;MLN;1519.37104;MLN;44702.08072;MLN;7635.452;MLN;49594.66864;MLN;51484.4;MLN;N/A;10.3312;8.6504;0.8536
0.007717;7915.688757;MLN;1349.940143;MLN;103356.1695;MLN;45724.55169;MLN;58057.007;MLN;61005.98908;MLN;34.84184;14.7136;11.66;0.24112
